County Level Timeseries Data for Washington
Date generated: Thu Sep 30 2021 15:36:58 GMT+0200 (Central European Summer Time)
FIPS code,State Abbreviation,State Name,County,Cases 7-day rolling average,Deaths 7-day rolling average,Tests performed 7-day rolling average,Test positivity 7-day rolling average,Total admissions of confirmed COVID-19 patients 7-day rolling average - reports including both adult and pediatric patients,Percentage of staffed adult inpatient beds used by confirmed COVID-19 patients over a trailing 7 day period,Percentage of staffed adult ICU beds used by confirmed COVID-19 patients over a trailing 7 day period,Date,Report date window start,Report date window end,Level of Community Transmission 
53033,WA,Washington,King County,129.286,1.85714,null,null,0,0,0,2020-07-10,2020-07-04,2020-07-10,null
53033,WA,Washington,King County,128.143,2.14286,null,null,0,0,0,2020-07-09,2020-07-03,2020-07-09,null
53033,WA,Washington,King County,127.571,1.71429,null,null,0,0,0,2020-07-08,2020-07-02,2020-07-08,null
53033,WA,Washington,King County,137.143,1.71429,null,null,0,0,0,2020-07-07,2020-07-01,2020-07-07,null
53033,WA,Washington,King County,145.143,1.42857,null,null,0,0,0,2020-07-06,2020-06-30,2020-07-06,null
53033,WA,Washington,King County,153.429,suppressed,null,null,0,0,0,2020-07-05,2020-06-29,2020-07-05,null
53033,WA,Washington,King County,150.857,suppressed,null,null,0,0,0,2020-07-04,2020-06-28,2020-07-04,null
53033,WA,Washington,King County,137.857,suppressed,null,null,0,0,0,2020-07-03,2020-06-27,2020-07-03,null
53033,WA,Washington,King County,143.429,suppressed,null,null,0,0,0,2020-07-02,2020-06-26,2020-07-02,null
53033,WA,Washington,King County,139,suppressed,null,null,0,0,0,2020-07-01,2020-06-25,2020-07-01,null
53033,WA,Washington,King County,126.286,suppressed,null,null,0,0,0,2020-06-30,2020-06-24,2020-06-30,null
53033,WA,Washington,King County,114.286,suppressed,null,null,0,0,0,2020-06-29,2020-06-23,2020-06-29,null
53033,WA,Washington,King County,114.857,suppressed,null,null,0,0,0,2020-06-28,2020-06-22,2020-06-28,null
53033,WA,Washington,King County,97.5714,suppressed,null,null,0,0,0,2020-06-27,2020-06-21,2020-06-27,null
53033,WA,Washington,King County,94.4286,suppressed,null,null,0,0,0,2020-06-26,2020-06-20,2020-06-26,null
53033,WA,Washington,King County,88.1429,suppressed,null,null,0,0,0,2020-06-25,2020-06-19,2020-06-25,null
53033,WA,Washington,King County,83.5714,suppressed,null,null,0,0,0,2020-06-24,2020-06-18,2020-06-24,null
53033,WA,Washington,King County,79.2857,suppressed,null,null,0,0,0,2020-06-23,2020-06-17,2020-06-23,null
53033,WA,Washington,King County,72.4286,suppressed,null,null,0,0,0,2020-06-22,2020-06-16,2020-06-22,null
53033,WA,Washington,King County,62.2857,suppressed,null,null,0,0,0,2020-06-21,2020-06-15,2020-06-21,null
53033,WA,Washington,King County,66.5714,suppressed,null,null,0,0,0,2020-06-20,2020-06-14,2020-06-20,null
53033,WA,Washington,King County,63.5714,suppressed,null,null,0,0,0,2020-06-19,2020-06-13,2020-06-19,null
53033,WA,Washington,King County,61.4286,suppressed,null,null,0,0,0,2020-06-18,2020-06-12,2020-06-18,null
53033,WA,Washington,King County,57.4286,1.71429,null,null,0,0,0,2020-06-17,2020-06-11,2020-06-17,null
53033,WA,Washington,King County,47.4286,1.71429,null,null,0,0,0,2020-06-16,2020-06-10,2020-06-16,null
53033,WA,Washington,King County,45.8571,1.57143,null,null,0,0,0,2020-06-15,2020-06-09,2020-06-15,null
53033,WA,Washington,King County,42.4286,1.85714,null,null,0,0,0,2020-06-14,2020-06-08,2020-06-14,null
53033,WA,Washington,King County,38.2857,2.14286,null,null,0,0,0,2020-06-13,2020-06-07,2020-06-13,null
53033,WA,Washington,King County,38.4286,2.14286,null,null,0,0,0,2020-06-12,2020-06-06,2020-06-12,null
53033,WA,Washington,King County,34.8571,1.85714,null,null,0,0,0,2020-06-11,2020-06-05,2020-06-11,null
53033,WA,Washington,King County,35.4286,1.57143,null,null,0,0,0,2020-06-10,2020-06-04,2020-06-10,null
53033,WA,Washington,King County,39.7143,1.71429,null,null,0,0,0,2020-06-09,2020-06-03,2020-06-09,null
53033,WA,Washington,King County,43.1429,1.85714,null,null,0,0,0,2020-06-08,2020-06-02,2020-06-08,null
53033,WA,Washington,King County,60.5714,1.85714,null,null,0,0,0,2020-06-07,2020-06-01,2020-06-07,null
53033,WA,Washington,King County,69.7143,1.71429,null,null,0,0,0,2020-06-06,2020-05-31,2020-06-06,null
53033,WA,Washington,King County,70.2857,1.71429,null,null,0,0,0,2020-06-05,2020-05-30,2020-06-05,null
53033,WA,Washington,King County,66.2857,2,null,null,0,0,0,2020-06-04,2020-05-29,2020-06-04,null
53033,WA,Washington,King County,68,1.71429,null,null,0,0,0,2020-06-03,2020-05-28,2020-06-03,null
53033,WA,Washington,King County,64.8571,2.42857,null,null,0,0,0,2020-06-02,2020-05-27,2020-06-02,null
53033,WA,null,King County,42.4286,2.71429,null,null,null,null,null,2020-06-01,2020-05-26,2020-06-01,null
53033,WA,null,King County,44.1429,2.85714,null,null,null,null,null,2020-05-31,2020-05-25,2020-05-31,null
53033,WA,null,King County,36,3.57143,null,null,null,null,null,2020-05-30,2020-05-24,2020-05-30,null
53033,WA,null,King County,40,3.14286,null,null,null,null,null,2020-05-29,2020-05-23,2020-05-29,null
53033,WA,null,King County,39.7143,4,null,null,null,null,null,2020-05-28,2020-05-22,2020-05-28,null
53033,WA,null,King County,37.2857,3.42857,null,null,null,null,null,2020-05-27,2020-05-21,2020-05-27,null
53033,WA,null,King County,38.5714,2.57143,null,null,null,null,null,2020-05-26,2020-05-20,2020-05-26,null
53033,WA,null,King County,44.4286,3.14286,null,null,null,null,null,2020-05-25,2020-05-19,2020-05-25,null
53033,WA,null,King County,44.4286,2.85714,null,null,null,null,null,2020-05-24,2020-05-18,2020-05-24,null
53033,WA,null,King County,45,2.28571,null,null,null,null,null,2020-05-23,2020-05-17,2020-05-23,null
53033,WA,null,King County,49.1429,3,null,null,null,null,null,2020-05-22,2020-05-16,2020-05-22,null
53033,WA,null,King County,50.7143,2.14286,null,null,null,null,null,2020-05-21,2020-05-15,2020-05-21,null
53033,WA,null,King County,55.7143,2.42857,null,null,null,null,null,2020-05-20,2020-05-14,2020-05-20,null
53033,WA,null,King County,61.1429,3,null,null,null,null,null,2020-05-19,2020-05-13,2020-05-19,null
53033,WA,null,King County,63.8571,3.14286,null,null,null,null,null,2020-05-18,2020-05-12,2020-05-18,null
53033,WA,null,King County,66.4286,3.85714,null,null,null,null,null,2020-05-17,2020-05-11,2020-05-17,null
53033,WA,null,King County,68.4286,5,null,null,null,null,null,2020-05-16,2020-05-10,2020-05-16,null
53033,WA,null,King County,66,4.85714,null,null,null,null,null,2020-05-15,2020-05-09,2020-05-15,null
53033,WA,null,King County,68.7143,5.57143,null,null,null,null,null,2020-05-14,2020-05-08,2020-05-14,null
53033,WA,null,King County,72.5714,6.28571,null,null,null,null,null,2020-05-13,2020-05-07,2020-05-13,null
53033,WA,null,King County,73.7143,6.28571,null,null,null,null,null,2020-05-12,2020-05-06,2020-05-12,null
53033,WA,null,King County,74.7143,6.14286,null,null,null,null,null,2020-05-11,2020-05-05,2020-05-11,null
53033,WA,null,King County,79.7143,5.85714,null,null,null,null,null,2020-05-10,2020-05-04,2020-05-10,null
53033,WA,null,King County,85.1429,4.85714,null,null,null,null,null,2020-05-09,2020-05-03,2020-05-09,null
53033,WA,null,King County,84.1429,5,null,null,null,null,null,2020-05-08,2020-05-02,2020-05-08,null
53033,WA,null,King County,86,4.71429,null,null,null,null,null,2020-05-07,2020-05-01,2020-05-07,null
53033,WA,null,King County,85.8571,5.14286,null,null,null,null,null,2020-05-06,2020-04-30,2020-05-06,null
53033,WA,null,King County,88.5714,6,null,null,null,null,null,2020-05-05,2020-04-29,2020-05-05,null
53033,WA,null,King County,85.7143,6.71429,null,null,null,null,null,2020-05-04,2020-04-28,2020-05-04,null
53033,WA,null,King County,83.7143,7.28571,null,null,null,null,null,2020-05-03,2020-04-27,2020-05-03,null
53033,WA,null,King County,87.4286,8.14286,null,null,null,null,null,2020-05-02,2020-04-26,2020-05-02,null
53033,WA,null,King County,91,8.42857,null,null,null,null,null,2020-05-01,2020-04-25,2020-05-01,null
53033,WA,null,King County,96.4286,8.85714,null,null,null,null,null,2020-04-30,2020-04-24,2020-04-30,null
53033,WA,null,King County,96.5714,8.42857,null,null,null,null,null,2020-04-29,2020-04-23,2020-04-29,null
53033,WA,null,King County,91.5714,7.71429,null,null,null,null,null,2020-04-28,2020-04-22,2020-04-28,null
53033,WA,null,King County,98,8.28571,null,null,null,null,null,2020-04-27,2020-04-21,2020-04-27,null
53033,WA,null,King County,104,8.85714,null,null,null,null,null,2020-04-26,2020-04-20,2020-04-26,null
53033,WA,null,King County,102.143,8.71429,null,null,null,null,null,2020-04-25,2020-04-19,2020-04-25,null
53033,WA,null,King County,110.286,9,null,null,null,null,null,2020-04-24,2020-04-18,2020-04-24,null
53033,WA,null,King County,105.143,9.28571,null,null,null,null,null,2020-04-23,2020-04-17,2020-04-23,null
53033,WA,null,King County,107.286,9.57143,null,null,null,null,null,2020-04-22,2020-04-16,2020-04-22,null
53033,WA,null,King County,106.857,10,null,null,null,null,null,2020-04-21,2020-04-15,2020-04-21,null
53033,WA,null,King County,106,9.42857,null,null,null,null,null,2020-04-20,2020-04-14,2020-04-20,null
53033,WA,null,King County,101.857,7.71429,null,null,null,null,null,2020-04-19,2020-04-13,2020-04-19,null
53033,WA,null,King County,111.857,8.14286,null,null,null,null,null,2020-04-18,2020-04-12,2020-04-18,null
53033,WA,null,King County,116.857,7.85714,null,null,null,null,null,2020-04-17,2020-04-11,2020-04-17,null
53033,WA,null,King County,130.286,9,null,null,null,null,null,2020-04-16,2020-04-10,2020-04-16,null
53033,WA,null,King County,144,10,null,null,null,null,null,2020-04-15,2020-04-09,2020-04-15,null
53033,WA,null,King County,164.571,11,null,null,null,null,null,2020-04-14,2020-04-08,2020-04-14,null
53033,WA,null,King County,174.571,10.2857,null,null,null,null,null,2020-04-13,2020-04-07,2020-04-13,null
53033,WA,null,King County,180.571,12,null,null,null,null,null,2020-04-12,2020-04-06,2020-04-12,null
53033,WA,null,King County,196.571,11.7143,null,null,null,null,null,2020-04-11,2020-04-05,2020-04-11,null
53033,WA,null,King County,190.857,12.4286,null,null,null,null,null,2020-04-10,2020-04-04,2020-04-10,null
53033,WA,null,King County,175.429,11.7143,null,null,null,null,null,2020-04-09,2020-04-03,2020-04-09,null
53033,WA,null,King County,167.429,11,null,null,null,null,null,2020-04-08,2020-04-02,2020-04-08,null
53033,WA,null,King County,161.429,10.8571,null,null,null,null,null,2020-04-07,2020-04-01,2020-04-07,null
53033,WA,null,King County,137.857,10,null,null,null,null,null,2020-04-06,2020-03-31,2020-04-06,null
53033,WA,null,King County,142.429,9.14286,null,null,null,null,null,2020-04-05,2020-03-30,2020-04-05,null
53033,WA,null,King County,112.571,9.14286,null,null,null,null,null,2020-04-04,2020-03-29,2020-04-04,null
53033,WA,null,King County,126.143,9,null,null,null,null,null,2020-04-03,2020-03-28,2020-04-03,null
53033,WA,null,King County,154.143,9.42857,null,null,null,null,null,2020-04-02,2020-03-27,2020-04-02,null
53033,WA,null,King County,162.429,9.28571,null,null,null,null,null,2020-04-01,2020-03-26,2020-04-01,null
53033,WA,null,King County,150.429,8,null,null,null,null,null,2020-03-31,2020-03-25,2020-03-31,null
53033,WA,null,King County,165.714,9,null,null,null,null,null,2020-03-30,2020-03-24,2020-03-30,null
53033,WA,null,King County,160.143,9.85714,null,null,null,null,null,2020-03-29,2020-03-23,2020-03-29,null
53033,WA,null,King County,163.286,8.85714,null,null,null,null,null,2020-03-28,2020-03-22,2020-03-28,null
53033,WA,null,King County,147.857,8.28571,null,null,null,null,null,2020-03-27,2020-03-21,2020-03-27,null
53033,WA,null,King County,112,7,null,null,null,null,null,2020-03-26,2020-03-20,2020-03-26,null
53033,WA,null,King County,80.8571,6.28571,null,null,null,null,null,2020-03-25,2020-03-19,2020-03-25,null
53033,WA,null,King County,82.8571,6.85714,null,null,null,null,null,2020-03-24,2020-03-18,2020-03-24,null
53033,WA,null,King County,79.5714,6.28571,null,null,null,null,null,2020-03-23,2020-03-17,2020-03-23,null
53033,WA,null,King County,70.5714,5.42857,null,null,null,null,null,2020-03-22,2020-03-16,2020-03-22,null
53033,WA,null,King County,64.4286,5.57143,null,null,null,null,null,2020-03-21,2020-03-15,2020-03-21,null
53033,WA,null,King County,56.4286,5,null,null,null,null,null,2020-03-20,2020-03-14,2020-03-20,null
53033,WA,null,King County,64.4286,4.71429,null,null,null,null,null,2020-03-19,2020-03-13,2020-03-19,null
53033,WA,null,King County,72,4.28571,null,null,null,null,null,2020-03-18,2020-03-12,2020-03-18,null
53033,WA,null,King County,67.1429,3.42857,null,null,null,null,null,2020-03-17,2020-03-11,2020-03-17,null
53033,WA,null,King County,60.2857,3.14286,null,null,null,null,null,2020-03-16,2020-03-10,2020-03-16,null
53033,WA,null,King County,56.8571,2.85714,null,null,null,null,null,2020-03-15,2020-03-09,2020-03-15,null
53033,WA,null,King County,56.7143,2.85714,null,null,null,null,null,2020-03-14,2020-03-08,2020-03-14,null
53033,WA,null,King County,47.2857,2.85714,null,null,null,null,null,2020-03-13,2020-03-07,2020-03-13,null
53033,WA,null,King County,41.1429,2.42857,null,null,null,null,null,2020-03-12,2020-03-06,2020-03-12,null
53033,WA,null,King County,34.7143,2.42857,null,null,null,null,null,2020-03-11,2020-03-05,2020-03-11,null
53033,WA,null,King County,27.7143,2.28571,null,null,null,null,null,2020-03-10,2020-03-04,2020-03-10,null
53033,WA,null,King County,24.1429,2.28571,null,null,null,null,null,2020-03-09,2020-03-03,2020-03-09,null
53033,WA,null,King County,19.1429,2.28571,null,null,null,null,null,2020-03-08,2020-03-02,2020-03-08,null
53033,WA,null,King County,11.4286,2,null,null,null,null,null,2020-03-07,2020-03-01,2020-03-07,null
53033,WA,null,King County,9,1.71429,null,null,null,null,null,2020-03-06,2020-02-29,2020-03-06,null
53033,WA,null,King County,7.57143,1.42857,null,null,null,null,null,2020-03-05,2020-02-28,2020-03-05,null
53033,WA,null,King County,6.42857,suppressed,null,null,null,null,null,2020-03-04,2020-02-27,2020-03-04,null
53033,WA,null,King County,4.57143,suppressed,null,null,null,null,null,2020-03-03,2020-02-26,2020-03-03,null
53033,WA,null,King County,3,suppressed,null,null,null,null,null,2020-03-02,2020-02-25,2020-03-02,null
53033,WA,null,King County,1.85714,suppressed,null,null,null,null,null,2020-03-01,2020-02-24,2020-03-01,null
53033,WA,null,King County,suppressed,suppressed,null,null,null,null,null,2020-02-29,2020-02-23,2020-02-29,null
53033,WA,null,King County,suppressed,0,null,null,null,null,null,2020-02-28,2020-02-22,2020-02-28,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-27,2020-02-21,2020-02-27,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-26,2020-02-20,2020-02-26,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-25,2020-02-19,2020-02-25,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-24,2020-02-18,2020-02-24,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-23,2020-02-17,2020-02-23,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-22,2020-02-16,2020-02-22,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-21,2020-02-15,2020-02-21,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-20,2020-02-14,2020-02-20,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-19,2020-02-13,2020-02-19,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-18,2020-02-12,2020-02-18,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-17,2020-02-11,2020-02-17,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-16,2020-02-10,2020-02-16,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-15,2020-02-09,2020-02-15,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-14,2020-02-08,2020-02-14,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-13,2020-02-07,2020-02-13,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-12,2020-02-06,2020-02-12,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-11,2020-02-05,2020-02-11,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-10,2020-02-04,2020-02-10,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-09,2020-02-03,2020-02-09,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-08,2020-02-02,2020-02-08,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-07,2020-02-01,2020-02-07,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-06,2020-01-31,2020-02-06,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-05,2020-01-30,2020-02-05,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-04,2020-01-29,2020-02-04,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-03,2020-01-28,2020-02-03,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-02,2020-01-27,2020-02-02,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-02-01,2020-01-26,2020-02-01,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-31,2020-01-25,2020-01-31,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-30,2020-01-24,2020-01-30,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-29,2020-01-23,2020-01-29,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-28,2020-01-22,2020-01-28,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-27,2020-01-21,2020-01-27,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-26,2020-01-20,2020-01-26,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-25,2020-01-19,2020-01-25,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-24,2020-01-18,2020-01-24,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-23,2020-01-17,2020-01-23,null
53033,WA,null,King County,0,0,null,null,null,null,null,2020-01-22,2020-01-16,2020-01-22,null
