"","DATE","AGEGR","DEATHS","CASES","HOSPITALIZATIONS","NEGATIVE_TESTS","HOSPITAL_DEATHS","NON_HOSPITAL_DEATHS","NON_HOSPITAL_PREDEATH_DIAGNOSIS","PRE_SYMPTOMATIC_DIAGNOSIS","SYMPTOMS_POST_DIAGNOSIS","MILD_SYMPTOMATIC_DIAGNOSIS","MILD_SYMPTOMS_PRE_DIAGNOSIS","SEVERE_SYMPTOMATIC_DIAGNOSIS","SEVERE_SYMPTOMS_PRE_DIAGNOSIS","SEVERE_SYMPTOMS_PRE_DIAGNOSIS_EARLY","SEVERE_SYMPTOMS_PRE_DIAGNOSIS_LATE","SEVERE_SYMPTOMATIC_DIAGNOSIS_EARLY","SEVERE_SYMPTOMATIC_DIAGNOSIS_LATE","PRE_DEATH_HOSPITALIZATION","NO_DEATH_HOSPITALIZATION","CASES_NO_DEATH_NO_HOSPITALIZATION"
"512",2020-05-07,3,4,9,4,165,2,2,2,3,2,1,1,2,1,0,2,0,2,1,3,3
"513",2020-05-08,0,0,14,0,91,0,0,0,5,7,8,10,0,0,0,0,0,0,0,0,14
"514",2020-05-08,1,1,38,3,660,0,1,0,22,22,25,27,3,1,1,2,1,2,0,3,35
"515",2020-05-08,2,0,12,3,354,0,0,0,9,12,7,9,2,3,1,1,1,1,2,1,8
"516",2020-05-08,3,6,8,2,246,6,0,2,0,1,0,0,0,1,1,1,0,0,0,2,4
"517",2020-05-09,0,0,5,0,37,0,0,0,3,4,4,5,0,0,0,0,0,0,0,0,5
"518",2020-05-09,1,0,26,3,296,0,0,1,17,16,17,17,2,1,1,1,1,1,0,3,22
"519",2020-05-09,2,0,13,3,205,0,0,0,9,5,8,3,2,3,2,1,1,1,0,3,10
"520",2020-05-09,3,4,5,2,112,3,1,0,3,2,1,0,2,2,1,1,1,1,0,2,1
"521",2020-05-10,0,0,0,0,23,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
"522",2020-05-10,1,0,8,4,120,0,0,1,5,25,5,25,0,0,0,0,0,0,0,4,6
"523",2020-05-10,2,3,4,3,67,2,1,0,2,7,2,6,2,3,0,1,1,1,1,2,2
"524",2020-05-10,3,7,5,5,72,5,2,0,4,2,0,0,4,2,0,4,0,4,3,2,1
"525",2020-05-11,0,0,9,0,72,0,0,0,6,9,7,9,0,1,0,0,0,0,0,0,9
"526",2020-05-11,1,0,47,3,651,0,0,1,34,21,33,20,2,2,2,1,1,1,0,3,44
"527",2020-05-11,2,0,18,8,377,0,0,0,9,11,8,11,4,3,2,4,1,3,1,7,13
"528",2020-05-11,3,2,5,1,178,2,0,0,2,2,0,1,3,2,0,1,1,2,1,0,2
"529",2020-05-12,0,0,6,0,69,0,0,0,2,1,3,2,0,0,0,0,0,0,0,0,6
"530",2020-05-12,1,0,37,2,681,0,0,0,25,17,25,18,1,0,0,0,1,0,0,2,35
"531",2020-05-12,2,1,19,1,362,1,0,0,10,7,7,8,4,0,0,0,3,1,0,1,14
"532",2020-05-12,3,2,10,4,188,1,1,0,4,3,3,1,2,3,0,2,0,2,1,3,7
"533",2020-05-13,0,0,10,0,102,0,0,0,6,2,6,2,0,0,0,0,0,0,0,0,10
"534",2020-05-13,1,0,44,2,597,0,0,0,35,17,32,16,3,1,1,0,3,0,0,2,41
"535",2020-05-13,2,0,16,3,357,0,0,1,5,11,6,11,4,5,3,2,2,2,0,3,11
"536",2020-05-13,3,1,17,2,196,0,1,1,4,1,2,1,3,1,0,3,0,3,1,1,14
"537",2020-05-14,0,0,13,1,67,0,0,0,7,3,8,5,1,0,0,1,0,1,0,1,12
"538",2020-05-14,1,0,31,3,562,0,0,0,16,18,17,20,1,0,0,0,1,0,0,3,27
"539",2020-05-14,2,1,17,2,343,1,0,0,9,5,11,8,1,0,0,0,1,0,0,2,16
"540",2020-05-14,3,2,7,3,163,1,1,0,2,1,0,1,3,1,1,1,2,1,1,2,3
"541",2020-05-15,0,0,18,0,115,0,0,0,13,3,14,4,0,0,0,0,0,0,0,0,18
"542",2020-05-15,1,0,43,1,663,0,0,0,31,18,32,20,1,0,0,0,0,1,0,1,40
"543",2020-05-15,2,1,27,2,450,1,0,1,13,9,12,6,4,6,3,0,4,0,0,2,22
"544",2020-05-15,3,0,8,2,217,0,0,2,1,2,0,1,1,1,0,1,0,1,1,1,4
"545",2020-05-16,0,0,5,0,62,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,5
"546",2020-05-16,1,0,14,3,393,0,0,0,10,13,11,12,0,2,0,0,0,0,0,3,13
"547",2020-05-16,2,1,3,2,286,0,1,0,3,6,3,4,0,2,1,0,0,0,0,2,3
"548",2020-05-16,3,3,6,0,168,2,1,0,1,1,1,1,1,1,1,0,1,0,0,0,5
"549",2020-05-17,0,0,0,0,33,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"550",2020-05-17,1,0,12,0,195,0,0,0,8,13,8,13,1,1,1,0,1,0,0,0,10
"551",2020-05-17,2,2,4,2,168,2,0,0,2,7,0,4,2,3,1,0,1,1,0,2,1
"552",2020-05-17,3,2,2,1,80,1,1,0,2,1,0,0,2,1,1,1,0,2,1,0,0
"553",2020-05-18,0,0,9,0,111,0,0,0,5,8,5,7,0,1,0,0,0,0,0,0,9
"554",2020-05-18,1,0,41,1,841,0,0,0,29,23,30,25,1,0,0,0,1,0,0,1,39
"555",2020-05-18,2,0,18,4,571,0,0,0,10,6,11,7,1,1,0,1,1,0,0,4,15
"556",2020-05-18,3,1,10,1,314,1,0,2,3,3,3,1,1,3,2,0,1,0,1,0,7
"557",2020-05-19,0,0,3,0,100,0,0,0,1,6,1,6,0,0,0,0,0,0,0,0,3
"558",2020-05-19,1,0,24,4,659,0,0,0,15,13,15,11,0,2,1,1,0,0,0,4,23
"559",2020-05-19,2,3,14,3,492,3,0,0,12,4,9,4,3,0,0,2,0,3,2,1,11
"560",2020-05-19,3,1,4,2,264,1,0,0,3,2,0,0,3,2,0,0,1,2,0,2,1
"561",2020-05-20,0,0,15,0,114,0,0,0,9,5,11,7,0,0,0,0,0,0,0,0,15
"562",2020-05-20,1,0,39,2,716,0,0,0,26,21,26,22,1,0,0,1,0,1,0,2,38
"563",2020-05-20,2,0,14,4,402,0,0,0,4,2,4,1,1,2,0,2,0,1,1,3,11
"564",2020-05-20,3,4,13,4,173,3,1,1,2,3,0,0,2,3,0,3,0,2,2,2,9
"565",2020-05-21,0,0,6,0,91,0,0,0,3,2,4,3,0,0,0,0,0,0,0,0,6
"566",2020-05-21,1,0,22,0,534,0,0,0,13,8,16,11,0,0,0,0,0,0,0,0,22
"567",2020-05-21,2,2,8,4,295,2,0,0,5,2,3,2,2,0,0,2,0,2,1,3,6
"568",2020-05-21,3,3,7,1,156,1,2,2,3,0,0,0,3,0,0,1,2,1,0,1,2
"569",2020-05-22,0,0,14,0,99,0,0,0,7,3,9,5,0,0,0,0,0,0,0,0,14
"570",2020-05-22,1,1,28,5,473,1,0,0,18,23,17,19,1,4,1,1,0,1,0,5,25
"571",2020-05-22,2,1,6,4,273,1,0,0,4,2,3,2,1,0,0,2,0,1,2,2,5
"572",2020-05-22,3,0,3,3,131,0,0,0,1,4,1,4,1,1,1,0,0,1,0,3,1
"573",2020-05-23,0,0,2,0,70,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,2
"574",2020-05-23,1,0,11,1,318,0,0,0,8,17,7,17,1,0,0,1,0,1,0,1,10
"575",2020-05-23,2,1,7,5,275,1,0,0,3,4,2,3,1,1,0,0,0,1,0,5,4
"576",2020-05-23,3,3,1,1,145,2,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0
"577",2020-05-24,0,0,2,1,40,0,0,0,1,2,1,2,0,0,0,0,0,0,0,1,1
"578",2020-05-24,1,0,7,1,230,0,0,0,5,7,4,7,1,0,0,0,1,0,0,1,6
"579",2020-05-24,2,1,4,1,163,1,0,0,2,2,0,2,2,0,0,0,0,2,0,1,0
"580",2020-05-24,3,2,3,4,122,2,0,0,1,0,0,0,1,0,0,1,0,1,1,3,0
"581",2020-05-25,0,0,1,0,31,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,1
"582",2020-05-25,1,0,8,2,206,0,0,0,5,25,6,25,1,2,1,1,0,1,0,2,7
"583",2020-05-25,2,0,4,1,196,0,0,0,0,6,0,5,0,1,0,0,0,0,1,0,3
"584",2020-05-25,3,3,2,3,134,2,1,0,1,1,0,1,1,0,0,1,0,1,0,3,1
"585",2020-05-26,0,0,11,1,124,0,0,0,5,0,5,1,1,0,0,1,0,1,0,1,10
"586",2020-05-26,1,0,38,0,744,0,0,0,22,21,23,20,0,2,1,0,0,0,0,0,38
"587",2020-05-26,2,0,15,1,574,0,0,0,8,3,9,4,1,1,1,0,1,0,0,1,14
"588",2020-05-26,3,1,8,1,271,1,0,1,3,2,4,1,2,4,3,1,1,1,0,1,5
"589",2020-05-27,0,0,8,0,109,0,0,0,2,6,2,6,0,0,0,0,0,0,0,0,8
"590",2020-05-27,1,1,34,2,672,1,0,0,26,20,26,19,0,1,0,0,0,0,0,2,33
"591",2020-05-27,2,2,12,2,489,1,1,0,7,2,7,3,1,0,0,1,0,1,1,1,10
"592",2020-05-27,3,3,3,3,289,2,1,0,0,2,1,1,0,2,0,0,0,0,1,2,2
"593",2020-05-28,0,0,9,0,86,0,0,0,3,4,4,5,0,0,0,0,0,0,0,0,9
"594",2020-05-28,1,0,37,1,535,0,0,0,27,10,27,12,2,0,0,1,1,1,0,1,35
"595",2020-05-28,2,0,5,1,267,0,0,0,2,1,2,1,0,0,0,1,0,0,1,0,5
"596",2020-05-28,3,1,13,2,154,1,0,0,1,0,2,2,1,0,0,1,0,1,1,1,10
"597",2020-05-29,0,0,6,0,83,0,0,0,2,4,3,5,0,0,0,0,0,0,0,0,6
"598",2020-05-29,1,2,54,0,516,1,1,0,27,16,31,17,0,3,2,0,0,0,0,0,53
"599",2020-05-29,2,1,17,4,343,1,0,0,5,4,5,4,1,1,1,1,0,1,3,1,15
"600",2020-05-29,3,1,7,5,170,0,1,0,1,1,0,0,2,2,0,3,0,2,2,3,2
"601",2020-05-30,0,0,6,0,59,0,0,0,1,3,2,3,0,1,0,0,0,0,0,0,6
"602",2020-05-30,1,0,21,2,395,0,0,0,16,14,16,15,1,0,0,2,0,1,0,2,20
"603",2020-05-30,2,0,3,0,328,0,0,0,2,2,1,2,1,0,0,0,1,0,0,0,1
"604",2020-05-30,3,1,0,1,206,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
"605",2020-05-31,0,0,2,0,34,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2
"606",2020-05-31,1,0,7,2,228,0,0,0,6,12,2,11,4,1,1,2,1,3,0,2,3
"607",2020-05-31,2,0,1,2,161,0,0,0,1,3,0,3,1,0,0,1,0,1,0,2,0
"608",2020-05-31,3,4,1,2,110,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"609",2020-06-01,0,0,6,1,91,0,0,0,3,6,3,6,0,0,0,1,0,0,0,1,6
"610",2020-06-01,1,0,32,3,600,0,0,0,17,17,17,16,0,1,1,0,0,0,1,2,31
"611",2020-06-01,2,1,9,1,487,1,0,1,1,4,2,4,0,1,1,0,0,0,0,1,8
"612",2020-06-01,3,1,5,2,244,1,0,2,3,2,0,1,3,1,0,0,3,0,0,2,2
"613",2020-06-02,0,0,23,0,83,0,0,0,18,2,19,3,0,0,0,0,0,0,0,0,23
"614",2020-06-02,1,0,26,2,685,0,0,0,17,14,18,16,2,1,0,0,2,0,0,2,24
"615",2020-06-02,2,0,11,0,498,0,0,0,7,3,7,4,1,0,0,0,1,0,0,0,10
"616",2020-06-02,3,2,4,0,220,1,1,2,0,2,0,0,1,3,2,0,1,0,0,0,2
"617",2020-06-03,0,0,8,1,115,0,0,0,4,0,4,0,0,0,0,1,0,0,0,1,8
"618",2020-06-03,1,0,39,0,709,0,0,0,24,8,25,11,2,0,0,0,2,0,0,0,37
"619",2020-06-03,2,0,9,0,442,0,0,0,2,4,3,3,0,2,2,0,0,0,0,0,9
"620",2020-06-03,3,2,3,2,188,1,1,0,2,0,1,0,1,0,0,1,0,1,1,1,1
"621",2020-06-04,0,0,2,0,80,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,2
"622",2020-06-04,1,1,22,1,540,1,0,0,18,10,16,11,3,0,0,0,2,1,0,1,19
"623",2020-06-04,2,0,12,0,275,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,11
"624",2020-06-04,3,2,0,1,154,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"625",2020-06-05,0,0,9,0,89,0,0,0,4,3,4,4,1,0,0,0,0,1,0,0,8
"626",2020-06-05,1,0,22,1,851,0,0,0,15,19,16,20,0,0,0,0,0,0,0,1,22
"627",2020-06-05,2,0,10,3,434,0,0,1,5,1,3,0,2,1,1,0,2,0,0,3,5
"628",2020-06-05,3,2,2,2,193,0,2,0,2,0,0,0,2,0,0,1,0,2,2,0,0
"629",2020-06-06,0,0,4,0,70,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,4
"630",2020-06-06,1,0,13,2,608,0,0,0,7,11,6,9,1,2,1,1,0,1,0,2,11
"631",2020-06-06,2,0,6,0,431,0,0,0,5,4,5,4,0,0,0,0,0,0,0,0,6
"632",2020-06-06,3,1,3,1,223,1,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0
"633",2020-06-07,0,0,0,0,45,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"634",2020-06-07,1,0,8,3,280,0,0,0,5,12,5,12,0,0,0,0,0,0,0,3,8
"635",2020-06-07,2,1,3,1,211,1,0,0,1,2,0,2,2,1,0,1,1,1,0,1,0
"636",2020-06-07,3,2,3,1,115,1,1,0,0,2,0,2,0,0,0,0,0,0,0,1,2
"637",2020-06-08,0,0,6,0,165,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,6
"638",2020-06-08,1,0,35,3,1160,0,0,0,19,27,24,31,1,2,1,1,0,1,0,3,34
"639",2020-06-08,2,2,11,0,742,1,1,0,3,8,6,9,0,2,0,0,0,0,0,0,11
"640",2020-06-08,3,1,6,2,278,0,1,2,1,3,1,1,0,2,0,1,0,0,1,1,3
"641",2020-06-09,0,0,8,0,146,0,0,0,2,7,3,8,0,0,0,0,0,0,0,0,8
"642",2020-06-09,1,0,28,1,1314,0,0,0,18,17,20,20,1,0,0,1,1,0,0,1,26
"643",2020-06-09,2,0,3,2,708,0,0,0,0,2,1,3,0,0,0,1,0,0,0,2,2
"644",2020-06-09,3,2,4,0,293,2,0,0,3,0,1,0,2,0,0,0,1,1,0,0,2
"645",2020-06-10,0,0,7,0,195,0,0,0,3,6,3,6,0,0,0,0,0,0,0,0,7
"646",2020-06-10,1,0,33,2,1490,0,0,0,22,22,23,22,1,2,2,0,1,0,0,2,31
"647",2020-06-10,2,0,7,4,596,0,0,0,2,3,2,2,0,1,0,0,0,0,0,4,6
"648",2020-06-10,3,0,6,1,236,0,0,0,1,1,2,2,1,1,0,0,0,1,0,1,5
"649",2020-06-11,0,0,5,0,153,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5
"650",2020-06-11,1,0,32,0,1267,0,0,0,18,23,20,24,0,1,1,0,0,0,0,0,32
"651",2020-06-11,2,0,11,2,490,0,0,0,4,6,3,6,1,0,0,1,0,1,0,2,9
"652",2020-06-11,3,5,4,1,159,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"653",2020-06-12,0,0,10,0,154,0,0,0,4,2,5,3,0,0,0,0,0,0,0,0,10
"654",2020-06-12,1,0,32,0,1308,0,0,0,14,22,15,23,0,0,0,0,0,0,0,0,32
"655",2020-06-12,2,2,15,0,464,2,0,0,5,3,5,3,0,0,0,0,0,0,0,0,14
"656",2020-06-12,3,2,20,0,193,2,0,2,2,0,3,1,0,0,0,0,0,0,0,0,15
"657",2020-06-13,0,0,7,0,180,0,0,0,3,1,4,2,0,0,0,0,0,0,0,0,7
"658",2020-06-13,1,0,23,0,1351,0,0,0,11,21,12,20,0,2,0,0,0,0,0,0,23
"659",2020-06-13,2,0,5,2,571,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,5
"660",2020-06-13,3,1,3,2,257,0,1,0,0,2,0,1,1,2,0,1,0,1,1,1,1
"661",2020-06-14,0,0,4,1,100,0,0,0,1,8,1,7,1,2,0,1,0,1,0,1,2
"662",2020-06-14,1,0,11,2,495,0,0,0,8,28,7,26,1,2,0,1,0,1,0,2,10
"663",2020-06-14,2,1,6,0,362,1,0,0,6,5,5,5,1,0,0,0,1,0,0,0,5
"664",2020-06-14,3,0,4,0,141,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
"665",2020-06-15,0,0,18,1,180,0,0,0,5,9,6,10,0,0,0,0,0,0,0,1,18
"666",2020-06-15,1,0,37,1,1569,0,0,0,20,42,20,40,2,4,3,1,2,0,0,1,35
"667",2020-06-15,2,0,13,1,723,0,0,0,4,4,4,5,1,0,0,0,0,1,0,1,10
"668",2020-06-15,3,0,3,3,302,0,0,0,2,3,1,3,2,1,0,2,0,2,3,0,1
"669",2020-06-16,0,0,10,1,198,0,0,0,4,3,5,4,0,0,0,0,0,0,0,1,10
"670",2020-06-16,1,0,51,1,1648,0,0,0,30,38,31,40,1,0,0,0,1,0,0,1,49
"671",2020-06-16,2,0,15,1,665,0,0,0,6,7,7,8,0,0,0,0,0,0,1,0,15
"672",2020-06-16,3,2,3,1,248,1,1,0,0,3,0,1,0,2,0,0,0,0,1,0,3
"673",2020-06-17,0,0,16,0,279,0,0,0,6,8,5,8,1,0,0,0,0,1,0,0,14
"674",2020-06-17,1,0,58,1,1663,0,0,0,32,46,32,45,1,2,2,0,1,0,1,0,55
"675",2020-06-17,2,0,10,3,561,0,0,0,4,9,4,9,0,0,0,1,0,0,1,2,9
"676",2020-06-17,3,1,1,0,202,0,1,0,1,3,1,1,0,2,2,0,0,0,0,0,1
"677",2020-06-18,0,0,7,0,174,0,0,0,4,7,4,7,0,0,0,0,0,0,0,0,7
"678",2020-06-18,1,0,60,1,1544,0,0,1,29,32,31,31,1,4,3,0,1,0,0,1,58
"679",2020-06-18,2,0,8,1,378,0,0,0,5,13,4,9,1,4,2,0,0,1,0,1,6
"680",2020-06-18,3,1,3,0,157,1,0,0,2,1,2,1,0,0,0,0,0,0,0,0,3
"681",2020-06-19,0,0,11,0,211,0,0,0,6,4,6,4,0,0,0,0,0,0,0,0,11
"682",2020-06-19,1,0,49,0,1509,0,0,0,36,39,36,40,2,1,1,0,1,1,0,0,47
"683",2020-06-19,2,0,18,0,533,0,0,0,10,10,10,10,1,1,0,0,1,0,0,0,17
"684",2020-06-19,3,0,9,5,212,0,0,0,2,2,0,1,3,2,0,3,1,2,2,3,4
"685",2020-06-20,0,0,6,0,184,0,0,0,4,9,4,9,0,0,0,0,0,0,0,0,6
"686",2020-06-20,1,0,50,1,1352,0,0,0,35,45,36,47,3,2,2,0,3,0,0,1,47
"687",2020-06-20,2,0,11,2,507,0,0,0,4,13,5,13,0,1,1,0,0,0,0,2,10
"688",2020-06-20,3,1,2,3,206,0,1,0,1,2,0,2,2,1,0,1,0,2,1,2,0
"689",2020-06-21,0,0,6,0,74,0,0,0,1,13,1,13,0,0,0,0,0,0,0,0,6
"690",2020-06-21,1,0,29,2,353,0,0,0,18,45,19,45,1,2,1,1,0,1,0,2,28
"691",2020-06-21,2,1,7,2,220,1,0,0,0,17,0,16,0,1,1,0,0,0,0,2,5
"692",2020-06-21,3,1,1,1,120,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
"693",2020-06-22,0,0,19,0,261,0,0,0,11,13,11,13,0,0,0,0,0,0,0,0,19
"694",2020-06-22,1,0,90,4,1547,0,0,0,47,46,50,53,4,0,0,1,2,2,0,4,84
"695",2020-06-22,2,0,25,0,737,0,0,0,22,8,22,8,0,0,0,0,0,0,0,0,25
"696",2020-06-22,3,0,11,0,310,0,0,1,3,2,3,2,2,2,1,0,1,1,0,0,6
"697",2020-06-23,0,0,16,0,294,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,16
"698",2020-06-23,1,0,94,6,1772,0,0,0,57,46,62,51,2,2,0,0,2,0,0,6,90
"699",2020-06-23,2,1,20,0,703,1,0,0,11,12,10,11,2,2,0,0,1,1,0,0,17
"700",2020-06-23,3,2,5,3,264,0,2,0,4,2,2,1,2,1,1,2,0,2,0,3,2
"701",2020-06-24,0,0,27,0,259,0,0,0,13,18,17,22,0,0,0,0,0,0,0,0,27
"702",2020-06-24,1,0,96,4,1687,0,0,0,54,37,61,44,1,1,0,1,1,0,0,4,94
"703",2020-06-24,2,0,16,0,580,0,0,0,9,11,9,7,2,6,4,0,2,0,0,0,14
"704",2020-06-24,3,0,14,2,279,0,0,1,8,3,5,3,3,0,0,1,2,1,1,1,9
"705",2020-06-25,0,0,25,0,264,0,0,0,9,17,11,19,0,0,0,0,0,0,0,0,24
"706",2020-06-25,1,0,94,4,1603,0,0,0,57,39,61,42,1,2,0,1,0,1,0,4,91
"707",2020-06-25,2,0,19,4,450,0,0,0,11,12,10,10,2,3,3,1,1,1,1,3,15
"708",2020-06-25,3,2,4,3,216,2,0,0,0,3,0,3,0,0,0,1,0,0,2,1,1
"709",2020-06-26,0,0,21,0,287,0,0,0,13,17,14,18,0,0,0,0,0,0,0,0,21
"710",2020-06-26,1,0,85,0,1664,0,0,0,38,53,46,60,1,2,1,0,1,0,0,0,84
"711",2020-06-26,2,0,20,2,597,0,0,0,13,12,10,11,3,1,0,1,2,1,0,2,16
"712",2020-06-26,3,1,5,2,214,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4
"713",2020-06-27,0,0,61,0,258,0,0,0,18,21,32,35,0,0,0,0,0,0,0,0,61
"714",2020-06-27,1,0,64,7,1443,0,0,0,39,38,43,41,0,1,0,2,0,0,0,7,63
"715",2020-06-27,2,0,12,2,540,0,0,0,9,17,10,18,1,1,0,0,1,0,0,2,10
"716",2020-06-27,3,1,2,2,200,1,0,0,1,3,0,1,2,3,0,1,0,2,1,1,0
"717",2020-06-28,0,0,14,0,132,0,0,0,3,27,3,27,0,0,0,0,0,0,0,0,14
"718",2020-06-28,1,0,22,3,428,0,0,0,10,70,10,72,3,1,0,2,1,2,0,3,19
"719",2020-06-28,2,0,10,5,258,0,0,0,5,9,4,8,2,2,1,3,1,1,0,5,7
"720",2020-06-28,3,0,2,3,113,0,0,0,0,5,0,2,0,3,1,1,0,0,0,3,0
"721",2020-06-29,0,0,108,0,600,0,0,0,39,24,53,38,0,0,0,0,0,0,0,0,108
"722",2020-06-29,1,2,147,2,2033,1,1,0,78,60,87,69,3,3,1,1,1,2,0,2,144
"723",2020-06-29,2,0,32,2,866,0,0,0,18,10,21,12,0,1,0,1,0,0,0,2,32
"724",2020-06-29,3,1,8,1,295,0,1,3,5,4,2,2,4,3,2,1,2,2,1,0,3
"725",2020-06-30,0,0,49,0,620,0,0,0,21,20,27,26,0,0,0,0,0,0,0,0,49
"726",2020-06-30,1,0,124,1,2393,0,0,0,61,56,69,64,1,1,1,1,0,1,0,1,122
"727",2020-06-30,2,0,32,2,753,0,0,0,18,11,17,11,3,2,2,1,1,2,0,2,29
"728",2020-06-30,3,2,4,2,263,0,2,0,2,3,2,1,0,2,0,1,0,0,1,1,3
"729",2020-07-01,0,0,48,0,561,0,0,0,24,14,26,16,0,0,0,0,0,0,0,0,48
"730",2020-07-01,1,0,146,3,2441,0,0,0,81,53,89,62,4,3,0,2,1,3,0,3,140
"731",2020-07-01,2,0,21,1,644,0,0,0,7,17,8,13,1,6,3,0,1,0,0,1,20
"732",2020-07-01,3,3,6,1,170,0,3,1,2,3,1,3,1,0,0,1,1,0,0,1,5
"733",2020-07-02,0,0,57,0,544,0,0,0,21,10,27,16,0,0,0,0,0,0,0,0,57
"734",2020-07-02,1,0,113,1,2045,0,0,0,68,50,69,51,1,1,1,1,0,1,0,1,112
"735",2020-07-02,2,1,32,2,667,0,1,1,16,17,16,18,3,2,1,2,1,2,0,2,27
"736",2020-07-02,3,2,14,2,164,0,2,4,3,1,3,1,1,1,1,0,0,1,0,2,10
"737",2020-07-03,0,0,29,0,432,0,0,0,18,6,22,10,0,0,0,0,0,0,0,0,29
"738",2020-07-03,1,0,67,3,1578,0,0,0,38,28,41,31,2,2,0,2,0,2,1,2,65
"739",2020-07-03,2,1,16,2,613,0,1,0,10,14,11,15,2,2,1,2,0,2,1,1,14
"740",2020-07-03,3,2,6,0,183,2,0,0,3,2,4,2,0,1,1,0,0,0,0,0,6
"741",2020-07-04,0,0,10,0,111,0,0,0,4,14,5,14,0,1,0,0,0,0,0,0,10
"742",2020-07-04,1,0,31,2,448,0,0,0,17,54,17,55,2,1,1,1,0,2,0,2,28
"743",2020-07-04,2,0,5,2,312,0,0,0,4,18,4,15,0,3,0,1,0,0,0,2,5
"744",2020-07-04,3,1,3,0,125,1,0,0,3,1,3,1,0,0,0,0,0,0,0,0,3
"745",2020-07-05,0,0,10,0,100,0,0,0,3,16,5,18,0,0,0,0,0,0,0,0,10
"746",2020-07-05,1,0,38,0,398,0,0,0,20,67,24,70,0,1,1,0,0,0,0,0,37
"747",2020-07-05,2,1,13,2,222,1,0,0,7,18,6,16,2,3,1,2,1,1,0,2,11
"748",2020-07-05,3,0,3,1,109,0,0,0,0,1,0,0,1,2,1,1,0,1,1,0,2
"749",2020-07-06,0,0,39,1,453,0,0,0,20,23,24,27,0,0,0,0,0,0,0,1,39
"750",2020-07-06,1,0,117,0,2110,0,0,0,64,83,72,87,1,5,2,0,1,0,0,0,115
"751",2020-07-06,2,0,40,5,941,0,0,0,23,19,18,16,6,4,3,2,4,2,0,5,33
"752",2020-07-06,3,2,11,4,324,2,0,0,4,6,2,4,3,3,1,2,1,2,1,3,7
"753",2020-07-07,0,0,34,0,436,0,0,0,12,17,14,19,0,0,0,0,0,0,0,0,34
"754",2020-07-07,1,2,147,5,2306,1,0,0,75,55,84,64,2,2,1,2,1,1,0,4,144
"755",2020-07-07,2,0,33,5,888,0,0,0,20,15,19,14,2,2,0,1,2,0,1,4,29
"756",2020-07-07,3,2,10,2,249,1,1,2,2,0,0,0,2,0,0,0,2,0,0,2,5
"757",2020-07-08,0,0,40,0,397,0,0,0,15,6,17,8,0,0,0,0,0,0,0,0,40
"758",2020-07-08,1,0,121,7,1896,0,0,0,70,43,73,47,4,3,1,3,0,4,1,6,114
"759",2020-07-08,2,0,30,0,686,0,0,0,9,16,10,18,2,1,1,0,1,1,0,0,27
"760",2020-07-08,3,2,6,2,215,1,1,1,2,1,1,1,1,0,0,1,0,1,1,1,3
"761",2020-07-09,0,0,48,0,360,0,0,0,15,5,20,9,0,1,1,0,0,0,0,0,48
"762",2020-07-09,1,0,94,2,1725,0,0,0,42,39,46,44,5,4,2,2,3,2,0,2,89
"763",2020-07-09,2,0,37,4,564,0,0,0,19,15,19,17,3,1,1,1,2,1,2,2,32
"764",2020-07-09,3,6,7,0,129,4,2,1,2,2,2,2,2,2,1,0,2,0,0,0,5
"765",2020-07-10,0,1,41,0,387,0,1,1,14,13,18,18,1,0,0,0,1,0,0,0,40
"766",2020-07-10,1,0,121,3,1873,0,0,1,54,40,61,47,1,1,1,0,1,0,0,3,119
"767",2020-07-10,2,0,39,3,605,0,0,0,21,13,24,15,1,2,1,1,0,1,0,3,35
"768",2020-07-10,3,1,6,2,175,1,0,0,2,4,2,2,0,2,1,1,0,0,1,1,5
"769",2020-07-11,0,0,18,1,334,0,0,1,9,7,8,7,1,0,0,1,0,1,0,1,16
"770",2020-07-11,1,0,65,4,1553,0,0,0,32,40,36,46,3,1,0,3,0,3,0,4,61
